"","Species","Country","year","count"
"5968","SKA","BE","X2011",0
"5969","SKA","BE","X2011",30
"5970","SKA","BE","X2011",3
"5971","SKA","BE","X2011",37
"5972","SKA","BE","X2011",108
"5973","SKA","BE","X2011",0
"5974","SKA","BE","X2011",0
"5975","SKA","BE","X2011",0
"5976","SKA","BE","X2011",0
"5977","SKA","BE","X2011",0
"5978","SKA","BE","X2011",0
"5979","SKA","BE","X2011",0
"5980","SKH","BE","X2011",2
"5981","SKH","BE","X2011",1
"5982","SKH","BE","X2011",0
"5983","SKH","BE","X2011",1
"5984","SKH","BE","X2011",0
"5985","SKH","BE","X2011",0
"5986","SKH","BE","X2011",1
"5987","SKH","BE","X2011",0
"5988","SKH","BE","X2011",1
"5989","SKH","BE","X2011",0
"5990","SKH","BE","X2011",0
"5991","SKH","BE","X2011",0
"5992","SKH","BE","X2011",0
"5993","SKH","BE","X2011",0
"5994","SKH","BE","X2011",0
"5995","SKH","BE","X2011",0
"5996","SKH","BE","X2011",0
"5997","SKH","BE","X2011",0
"5998","SKH","BE","X2011",0
"5999","SMD","BE","X2011",0
"6000","SMD","BE","X2011",0
"6001","SMD","BE","X2011",0
"6002","SMD","BE","X2011",0
"6003","SMD","BE","X2011",0
"6004","SOL","BE","X2011",3530
"6005","SOL","BE","X2011",0
"6006","SOL","BE","X2011",0
"6007","SOL","BE","X2011",864
"6008","SOL","BE","X2011",0
"6009","SOL","BE","X2011",116
"6010","SOL","BE","X2011",748
"6011","SOL","BE","X2011",0
"6012","SOL","BE","X2011",0
"6013","SOL","BE","X2011",0
"6014","SOL","BE","X2011",0
"6015","SOL","BE","X2011",0
"6016","SOL","BE","X2011",2279
"6017","SOL","BE","X2011",250
"6018","SOL","BE","X2011",1222
"6019","SOL","BE","X2011",22
"6020","SOL","BE","X2011",356
"6021","SOL","BE","X2011",419
"6022","SOL","BE","X2011",10
"6023","SOL","BE","X2011",0
"6024","SOL","BE","X2011",0
"6025","SOL","BE","X2011",386
"6026","SOL","BE","X2011",19
"6027","SOL","BE","X2011",367
"6028","SOL","BE","X2011",0
"6029","SOL","BE","X2011",0
"6030","SOS","BE","X2011",0
"6031","SOS","BE","X2011",0
"6032","SOS","BE","X2011",0
"6033","SOS","BE","X2011",0
"6034","SOS","BE","X2011",0
"6035","SOS","BE","X2011",0
"6036","SOS","BE","X2011",0
"6037","SOS","BE","X2011",0
"6038","SOS","BE","X2011",0
"6039","SOS","BE","X2011",0
"6040","SOS","BE","X2011",0
"6041","SOS","BE","X2011",0
"6042","SPR","BE","X2011",0
"6043","SPR","BE","X2011",0
"6044","SPR","BE","X2011",0
"6045","SPR","BE","X2011",0
"6046","SPR","BE","X2011",0
"6047","SPR","BE","X2011",0
"6048","SQC","BE","X2011",98
"6049","SQC","BE","X2011",0
"6050","SQC","BE","X2011",0
"6051","SQC","BE","X2011",14
"6052","SQC","BE","X2011",0
"6053","SQC","BE","X2011",7
"6054","SQC","BE","X2011",6
"6055","SQC","BE","X2011",0
"6056","SQC","BE","X2011",0
"6057","SQC","BE","X2011",0
"6058","SQC","BE","X2011",0
"6059","SQC","BE","X2011",0
"6060","SQC","BE","X2011",84
"6061","SQC","BE","X2011",2
"6062","SQC","BE","X2011",51
"6063","SQC","BE","X2011",9
"6064","SQC","BE","X2011",14
"6065","SQC","BE","X2011",9
"6066","SQC","BE","X2011",0
"6067","SQC","BE","X2011",0
"6068","SQC","BE","X2011",0
"6069","SQC","BE","X2011",1
"6070","SQC","BE","X2011",0
"6071","SQC","BE","X2011",1
"6072","SQC","BE","X2011",0
"6073","SQZ","BE","X2011",0
"6074","SQZ","BE","X2011",0
"6075","SQZ","BE","X2011",0
"6076","SQZ","BE","X2011",0
"6077","STU","BE","X2011",0
"6078","STU","BE","X2011",0
"6079","STU","BE","X2011",0
"6080","SYC","BE","X2011",0
"6081","SYC","BE","X2011",0
"6082","SYC","BE","X2011",0
"6083","SYC","BE","X2011",0
"6084","SYC","BE","X2011",0
"6085","SYC","BE","X2011",0
"6086","SYT","BE","X2011",0
"6087","SYT","BE","X2011",0
"6088","SYT","BE","X2011",0
"6089","SYT","BE","X2011",0
"6090","SYT","BE","X2011",0
"6091","SYT","BE","X2011",0
"6092","SYT","BE","X2011",0
"6093","SYT","BE","X2011",0
"6094","SYT","BE","X2011",0
"6095","TUR","BE","X2011",386
"6096","TUR","BE","X2011",0
"6097","TUR","BE","X2011",0
"6098","TUR","BE","X2011",0
"6099","TUR","BE","X2011",0
"6100","TUR","BE","X2011",122
"6101","TUR","BE","X2011",0
"6102","TUR","BE","X2011",87
"6103","TUR","BE","X2011",35
"6104","TUR","BE","X2011",0
"6105","TUR","BE","X2011",0
"6106","TUR","BE","X2011",0
"6107","TUR","BE","X2011",0
"6108","TUR","BE","X2011",0
"6109","TUR","BE","X2011",0
"6110","TUR","BE","X2011",0
"6111","TUR","BE","X2011",258
"6112","TUR","BE","X2011",22
"6113","TUR","BE","X2011",122
"6114","TUR","BE","X2011",13
"6115","TUR","BE","X2011",24
"6116","TUR","BE","X2011",76
"6117","TUR","BE","X2011",0
"6118","TUR","BE","X2011",0
"6119","TUR","BE","X2011",0
"6120","TUR","BE","X2011",6
"6121","TUR","BE","X2011",0
"6122","TUR","BE","X2011",6
"6123","TUR","BE","X2011",0
"6124","USK","BE","X2011",0
"6125","USK","BE","X2011",0
"6126","USK","BE","X2011",0
"6127","USK","BE","X2011",0
"6128","USK","BE","X2011",0
"6129","USK","BE","X2011",0
"6130","USK","BE","X2011",0
"6131","USK","BE","X2011",0
"6132","USK","BE","X2011",0
"6133","USK","BE","X2011",0
"6134","USK","BE","X2011",0
"6135","WEG","BE","X2011",0
"6136","WEG","BE","X2011",0
"6137","WEG","BE","X2011",0
"6138","WEG","BE","X2011",0
"6139","WEG","BE","X2011",0
"6140","WEG","BE","X2011",0
"6141","WEG","BE","X2011",0
"6142","WEG","BE","X2011",0
"6143","WEG","BE","X2011",0
"6144","WEG","BE","X2011",0
"6145","WEG","BE","X2011",0
"6146","WEG","BE","X2011",0
"6147","WEG","BE","X2011",0
"6148","WHE","BE","X2011",111
"6149","WHE","BE","X2011",0
"6150","WHE","BE","X2011",0
"6151","WHE","BE","X2011",71
"6152","WHE","BE","X2011",0
"6153","WHE","BE","X2011",3
"6154","WHE","BE","X2011",68
"6155","WHE","BE","X2011",0
"6156","WHE","BE","X2011",0
"6157","WHE","BE","X2011",0
"6158","WHE","BE","X2011",39
"6159","WHE","BE","X2011",10
"6160","WHE","BE","X2011",21
"6161","WHE","BE","X2011",4
"6162","WHE","BE","X2011",1
"6163","WHE","BE","X2011",3
"6164","WHE","BE","X2011",0
"6165","WHE","BE","X2011",0
"6166","WHE","BE","X2011",0
"6167","WHE","BE","X2011",0
"6168","WHE","BE","X2011",0
"6169","WHE","BE","X2011",0
"6170","WHE","BE","X2011",0
"6171","WHG","BE","X2011",256
"6172","WHG","BE","X2011",0
"6173","WHG","BE","X2011",0
"6174","WHG","BE","X2011",0
"6175","WHG","BE","X2011",0
"6176","WHG","BE","X2011",0
"6177","WHG","BE","X2011",74
"6178","WHG","BE","X2011",0
"6179","WHG","BE","X2011",20
"6180","WHG","BE","X2011",55
"6181","WHG","BE","X2011",0
"6182","WHG","BE","X2011",0
"6183","WHG","BE","X2011",0
"6184","WHG","BE","X2011",0
"6185","WHG","BE","X2011",0
"6186","WHG","BE","X2011",0
"6187","WHG","BE","X2011",0
"6188","WHG","BE","X2011",0
"6189","WHG","BE","X2011",181
"6190","WHG","BE","X2011",4
"6191","WHG","BE","X2011",78
"6192","WHG","BE","X2011",11
"6193","WHG","BE","X2011",41
"6194","WHG","BE","X2011",48
"6195","WHG","BE","X2011",0
"6196","WHG","BE","X2011",0
"6197","WHG","BE","X2011",0
"6198","WHG","BE","X2011",1
"6199","WHG","BE","X2011",0
"6200","WHG","BE","X2011",1
"6201","WHG","BE","X2011",0
"6202","WHG","BE","X2011",0
"6203","WIT","BE","X2011",0
"6204","WIT","BE","X2011",0
"6205","WIT","BE","X2011",0
"6206","WIT","BE","X2011",0
"6207","WIT","BE","X2011",0
"6208","WIT","BE","X2011",0
"6209","WIT","BE","X2011",0
"6210","WIT","BE","X2011",0
"6211","WIT","BE","X2011",0
"6212","WIT","BE","X2011",0
"6213","WIT","BE","X2011",0
"6214","WIT","BE","X2011",0
"6215","WIT","BE","X2011",0
"6216","WIT","BE","X2011",0
"6217","WIT","BE","X2011",0
"6218","WIT","BE","X2011",0
"6219","WIT","BE","X2011",0
"6220","WRA","BE","X2011",0
"6221","WRA","BE","X2011",0
"6222","WRA","BE","X2011",0
"6223","WRA","BE","X2011",0
"6224","WRA","BE","X2011",0
"6225","ANF","BE","X2010",1031
"6226","ANF","BE","X2010",131
"6227","ANF","BE","X2010",0
"6228","ANF","BE","X2010",124
"6229","ANF","BE","X2010",7
"6230","ANF","BE","X2010",721
"6231","ANF","BE","X2010",19
"6232","ANF","BE","X2010",0
"6233","ANF","BE","X2010",127
"6234","ANF","BE","X2010",94
"6235","ANF","BE","X2010",235
"6236","ANF","BE","X2010",240
"6237","ANF","BE","X2010",6
"6238","ANF","BE","X2010",0
"6239","ANF","BE","X2010",0
"6240","ANF","BE","X2010",179
"6241","ANF","BE","X2010",7
"6242","ANF","BE","X2010",172
"6243","BIB","BE","X2010",413
"6244","BIB","BE","X2010",0
"6245","BIB","BE","X2010",0
"6246","BIB","BE","X2010",48
"6247","BIB","BE","X2010",0
"6248","BIB","BE","X2010",0
"6249","BIB","BE","X2010",48
"6250","BIB","BE","X2010",357
"6251","BIB","BE","X2010",3
"6252","BIB","BE","X2010",306
"6253","BIB","BE","X2010",29
"6254","BIB","BE","X2010",15
"6255","BIB","BE","X2010",4
"6256","BIB","BE","X2010",0
"6257","BIB","BE","X2010",0
"6258","BIB","BE","X2010",0
"6259","BIB","BE","X2010",8
"6260","BIB","BE","X2010",0
"6261","BIB","BE","X2010",8
"6262","BIB","BE","X2010",0
"6263","BLL","BE","X2010",350
"6264","BLL","BE","X2010",0
"6265","BLL","BE","X2010",0
"6266","BLL","BE","X2010",104
"6267","BLL","BE","X2010",0
"6268","BLL","BE","X2010",41
"6269","BLL","BE","X2010",63
"6270","BLL","BE","X2010",0
"6271","BLL","BE","X2010",0
"6272","BLL","BE","X2010",0
"6273","BLL","BE","X2010",0
"6274","BLL","BE","X2010",0
"6275","BLL","BE","X2010",244
"6276","BLL","BE","X2010",37
"6277","BLL","BE","X2010",134
"6278","BLL","BE","X2010",11
"6279","BLL","BE","X2010",24
"6280","BLL","BE","X2010",38
"6281","BLL","BE","X2010",0
"6282","BLL","BE","X2010",0
"6283","BLL","BE","X2010",0
"6284","BLL","BE","X2010",3
"6285","BLL","BE","X2010",0
"6286","BLL","BE","X2010",2
"6287","BLL","BE","X2010",0
"6288","BRB","BE","X2010",0
"6289","BRB","BE","X2010",0
"6290","BRB","BE","X2010",0
"6291","BRB","BE","X2010",0
"6292","BRB","BE","X2010",0
"6293","BRB","BE","X2010",0
"6294","BRB","BE","X2010",0
"6295","BSS","BE","X2010",216
"6296","BSS","BE","X2010",118
"6297","BSS","BE","X2010",0
"6298","BSS","BE","X2010",118
"6299","BSS","BE","X2010",0
"6300","BSS","BE","X2010",0
"6301","BSS","BE","X2010",98
"6302","BSS","BE","X2010",1
"6303","BSS","BE","X2010",57
"6304","BSS","BE","X2010",2
"6305","BSS","BE","X2010",14
"6306","BSS","BE","X2010",23
"6307","BSS","BE","X2010",0
"6308","BSS","BE","X2010",0
"6309","BSS","BE","X2010",0
"6310","BSS","BE","X2010",0
"6311","CAA","BE","X2010",34
"6312","CAA","BE","X2010",0
"6313","CAA","BE","X2010",0
"6314","CAA","BE","X2010",0
"6315","CAA","BE","X2010",0
"6316","CAA","BE","X2010",0
"6317","CAA","BE","X2010",0
"6318","CAA","BE","X2010",0
"6319","CAA","BE","X2010",34
"6320","CAA","BE","X2010",0
"6321","CAA","BE","X2010",34
"6322","CAA","BE","X2010",0
"6323","CAA","BE","X2010",0
"6324","CAA","BE","X2010",0
"6325","CAA","BE","X2010",0
"6326","CAA","BE","X2010",0
"6327","CAA","BE","X2010",0
"6328","CAA","BE","X2010",0
"6329","CAA","BE","X2010",0
"6330","CAA","BE","X2010",0
"6331","CAA","BE","X2010",0
"6332","CAA","BE","X2010",0
"6333","CAA","BE","X2010",0
"6334","CAA","BE","X2010",0
"6335","CAR","BE","X2010",0
"6336","CAR","BE","X2010",0
"6337","CAR","BE","X2010",0
"6338","CAR","BE","X2010",0
"6339","CAR","BE","X2010",0
"6340","CAR","BE","X2010",0
"6341","CAR","BE","X2010",0
"6342","CLU","BE","X2010",0
"6343","CLU","BE","X2010",0
"6344","CLU","BE","X2010",0
"6345","CLU","BE","X2010",0
"6346","CLU","BE","X2010",0
"6347","CLU","BE","X2010",0
"6348","CLU","BE","X2010",0
"6349","CLU","BE","X2010",0
"6350","CLU","BE","X2010",0
"6351","CLU","BE","X2010",0
"6352","CLU","BE","X2010",0
"6353","CLX","BE","X2010",0
"6354","CLX","BE","X2010",0
"6355","CLX","BE","X2010",0
"6356","CLX","BE","X2010",0
"6357","CLX","BE","X2010",0
"6358","CNZ","BE","X2010",0
"6359","CNZ","BE","X2010",0
"6360","CNZ","BE","X2010",0
"6361","CNZ","BE","X2010",0
"6362","CNZ","BE","X2010",0
"6363","CNZ","BE","X2010",0
"6364","CNZ","BE","X2010",0
"6365","CNZ","BE","X2010",0
"6366","CNZ","BE","X2010",0
"6367","CNZ","BE","X2010",0
"6368","COC","BE","X2010",0
"6369","COC","BE","X2010",0
"6370","COC","BE","X2010",0
"6371","COC","BE","X2010",0
"6372","COD","BE","X2010",797
"6373","COD","BE","X2010",0
"6374","COD","BE","X2010",0
"6375","COD","BE","X2010",0
"6376","COD","BE","X2010",0
"6377","COD","BE","X2010",0
"6378","COD","BE","X2010",0
"6379","COD","BE","X2010",0
"6380","COD","BE","X2010",666
"6381","COD","BE","X2010",0
"6382","COD","BE","X2010",337
"6383","COD","BE","X2010",329
"6384","COD","BE","X2010",0
"6385","COD","BE","X2010",0
"6386","COD","BE","X2010",0
"6387","COD","BE","X2010",0
"6388","COD","BE","X2010",0
"6389","COD","BE","X2010",0
"6390","COD","BE","X2010",0
"6391","COD","BE","X2010",0
"6392","COD","BE","X2010",0
"6393","COD","BE","X2010",0
"6394","COD","BE","X2010",131
"6395","COD","BE","X2010",21
"6396","COD","BE","X2010",57
"6397","COD","BE","X2010",5
"6398","COD","BE","X2010",17
"6399","COD","BE","X2010",30
"6400","COD","BE","X2010",1
"6401","COD","BE","X2010",0
"6402","COD","BE","X2010",0
"6403","COD","BE","X2010",0
"6404","COD","BE","X2010",0
"6405","COD","BE","X2010",0
"6406","COD","BE","X2010",0
"6407","COD","BE","X2010",0
"6408","COE","BE","X2010",27
"6409","COE","BE","X2010",1
"6410","COE","BE","X2010",0
"6411","COE","BE","X2010",0
"6412","COE","BE","X2010",1
"6413","COE","BE","X2010",0
"6414","COE","BE","X2010",0
"6415","COE","BE","X2010",0
"6416","COE","BE","X2010",0
"6417","COE","BE","X2010",0
"6418","COE","BE","X2010",25
"6419","COE","BE","X2010",2
"6420","COE","BE","X2010",11
"6421","COE","BE","X2010",3
"6422","COE","BE","X2010",3
"6423","COE","BE","X2010",5
"6424","COE","BE","X2010",0
"6425","COE","BE","X2010",0
"6426","COE","BE","X2010",0
"6427","COE","BE","X2010",1
"6428","COE","BE","X2010",0
"6429","COE","BE","X2010",1
"6430","COE","BE","X2010",0
"6431","CRE","BE","X2010",95
"6432","CRE","BE","X2010",0
"6433","CRE","BE","X2010",0
"6434","CRE","BE","X2010",36
"6435","CRE","BE","X2010",0
"6436","CRE","BE","X2010",31
"6437","CRE","BE","X2010",5
"6438","CRE","BE","X2010",0
"6439","CRE","BE","X2010",0
"6440","CRE","BE","X2010",0
"6441","CRE","BE","X2010",0
"6442","CRE","BE","X2010",0
"6443","CRE","BE","X2010",0
"6444","CRE","BE","X2010",55
"6445","CRE","BE","X2010",3
"6446","CRE","BE","X2010",21
"6447","CRE","BE","X2010",3
"6448","CRE","BE","X2010",6
"6449","CRE","BE","X2010",22
"6450","CRE","BE","X2010",0
"6451","CRE","BE","X2010",0
"6452","CRE","BE","X2010",0
"6453","CRE","BE","X2010",5
"6454","CRE","BE","X2010",0
"6455","CRE","BE","X2010",4
"6456","CRE","BE","X2010",0
"6457","CRU","BE","X2010",1
"6458","CRU","BE","X2010",0
"6459","CRU","BE","X2010",0
"6460","CRU","BE","X2010",0
"6461","CRU","BE","X2010",0
"6462","CRU","BE","X2010",0
"6463","CRU","BE","X2010",0
"6464","CRU","BE","X2010",0
"6465","CRU","BE","X2010",0
"6466","CRU","BE","X2010",0
"6467","CRU","BE","X2010",1
"6468","CRU","BE","X2010",0
"6469","CRU","BE","X2010",1
"6470","CRU","BE","X2010",0
"6471","CRU","BE","X2010",0
"6472","CRU","BE","X2010",0
"6473","CRU","BE","X2010",0
"6474","CRU","BE","X2010",0
"6475","CSH","BE","X2010",2078
"6476","CSH","BE","X2010",2066
"6477","CSH","BE","X2010",58
"6478","CSH","BE","X2010",2009
"6479","CSH","BE","X2010",12
"6480","CSH","BE","X2010",12
"6481","CTC","BE","X2010",454
"6482","CTC","BE","X2010",35
"6483","CTC","BE","X2010",0
"6484","CTC","BE","X2010",2
"6485","CTC","BE","X2010",33
"6486","CTC","BE","X2010",0
"6487","CTC","BE","X2010",0
"6488","CTC","BE","X2010",417
"6489","CTC","BE","X2010",0
"6490","CTC","BE","X2010",320
"6491","CTC","BE","X2010",93
"6492","CTC","BE","X2010",3
"6493","CTC","BE","X2010",2
"6494","CTC","BE","X2010",0
"6495","CTC","BE","X2010",0
"6496","CTC","BE","X2010",0
"6497","CTC","BE","X2010",1
"6498","CTC","BE","X2010",0
"6499","CTC","BE","X2010",1
"6500","CTC","BE","X2010",0
"6501","DAB","BE","X2010",553
"6502","DAB","BE","X2010",0
"6503","DAB","BE","X2010",0
"6504","DAB","BE","X2010",0
"6505","DAB","BE","X2010",0
"6506","DAB","BE","X2010",0
"6507","DAB","BE","X2010",0
"6508","DAB","BE","X2010",0
"6509","DAB","BE","X2010",337
"6510","DAB","BE","X2010",0
"6511","DAB","BE","X2010",93
"6512","DAB","BE","X2010",244
"6513","DAB","BE","X2010",0
"6514","DAB","BE","X2010",0
"6515","DAB","BE","X2010",0
"6516","DAB","BE","X2010",0
"6517","DAB","BE","X2010",0
"6518","DAB","BE","X2010",0
"6519","DAB","BE","X2010",0
"6520","DAB","BE","X2010",0
"6521","DAB","BE","X2010",216
"6522","DAB","BE","X2010",13
"6523","DAB","BE","X2010",158
"6524","DAB","BE","X2010",3
"6525","DAB","BE","X2010",23
"6526","DAB","BE","X2010",20
"6527","DAB","BE","X2010",0
"6528","DAB","BE","X2010",0
"6529","DAB","BE","X2010",0
"6530","DAB","BE","X2010",0
"6531","DAB","BE","X2010",0
"6532","DAB","BE","X2010",0
"6533","DAB","BE","X2010",0
"6534","DGH","BE","X2010",0
"6535","DGH","BE","X2010",0
"6536","DGH","BE","X2010",0
"6537","DGH","BE","X2010",0
"6538","DGH","BE","X2010",0
"6539","DGH","BE","X2010",0
"6540","DGH","BE","X2010",0
"6541","DGH","BE","X2010",0
"6542","DGH","BE","X2010",0
"6543","DGH","BE","X2010",0
"6544","DGH","BE","X2010",0
"6545","DGH","BE","X2010",0
"6546","DGH","BE","X2010",0
"6547","DGH","BE","X2010",0
"6548","DGH","BE","X2010",0
"6549","DGH","BE","X2010",0
"6550","DGH","BE","X2010",0
"6551","DGH","BE","X2010",0
"6552","DGH","BE","X2010",0
"6553","DGH","BE","X2010",0
"6554","DGH","BE","X2010",0
"6555","DGH","BE","X2010",0
"6556","DGH","BE","X2010",0
"6557","DGH","BE","X2010",0
"6558","DGH","BE","X2010",0
"6559","DGS","BE","X2010",1
"6560","DGS","BE","X2010",0
"6561","DGS","BE","X2010",0
"6562","DGS","BE","X2010",0
"6563","DGS","BE","X2010",0
"6564","DGS","BE","X2010",0
"6565","DGS","BE","X2010",0
"6566","DGS","BE","X2010",0
"6567","DGS","BE","X2010",0
"6568","DGS","BE","X2010",0
"6569","DGS","BE","X2010",0
"6570","DGS","BE","X2010",0
"6571","DGS","BE","X2010",0
"6572","DGS","BE","X2010",0
"6573","DGS","BE","X2010",0
"6574","DGS","BE","X2010",0
"6575","DGS","BE","X2010",0
"6576","DGS","BE","X2010",0
"6577","DGS","BE","X2010",0
"6578","DGS","BE","X2010",0
"6579","DGS","BE","X2010",1
"6580","DGS","BE","X2010",0
"6581","DGS","BE","X2010",0
"6582","DGS","BE","X2010",0
"6583","DGS","BE","X2010",0
"6584","DGS","BE","X2010",0
"6585","DGS","BE","X2010",0
"6586","DGS","BE","X2010",0
"6587","DGS","BE","X2010",0
"6588","DGS","BE","X2010",0
"6589","DGS","BE","X2010",0
"6590","DGS","BE","X2010",0
"6591","DGZ","BE","X2010",0
"6592","DGZ","BE","X2010",0
"6593","DGZ","BE","X2010",0
"6594","DGZ","BE","X2010",0
"6595","DGZ","BE","X2010",0
"6596","DGZ","BE","X2010",0
"6597","DGZ","BE","X2010",0
"6598","DGZ","BE","X2010",0
"6599","DGZ","BE","X2010",0
"6600","DGZ","BE","X2010",0
"6601","DGZ","BE","X2010",0
"6602","DGZ","BE","X2010",0
"6603","DGZ","BE","X2010",0
"6604","DGZ","BE","X2010",0
"6605","DGZ","BE","X2010",0
"6606","DIA","BE","X2010",0
"6607","DIA","BE","X2010",0
"6608","DIA","BE","X2010",0
"6609","DPX","BE","X2010",254
"6610","DPX","BE","X2010",0
"6611","DPX","BE","X2010",0
"6612","DPX","BE","X2010",0
"6613","DPX","BE","X2010",0
"6614","DPX","BE","X2010",0
"6615","DPX","BE","X2010",0
"6616","DPX","BE","X2010",0
"6617","DPX","BE","X2010",31
"6618","DPX","BE","X2010",0
"6619","DPX","BE","X2010",10
"6620","DPX","BE","X2010",22
"6621","DPX","BE","X2010",0
"6622","DPX","BE","X2010",0
"6623","DPX","BE","X2010",0
"6624","DPX","BE","X2010",0
"6625","DPX","BE","X2010",0
"6626","DPX","BE","X2010",0
"6627","DPX","BE","X2010",0
"6628","DPX","BE","X2010",207
"6629","DPX","BE","X2010",11
"6630","DPX","BE","X2010",88
"6631","DPX","BE","X2010",7
"6632","DPX","BE","X2010",26
"6633","DPX","BE","X2010",75
"6634","DPX","BE","X2010",0
"6635","DPX","BE","X2010",0
"6636","DPX","BE","X2010",0
"6637","DPX","BE","X2010",16
"6638","DPX","BE","X2010",1
"6639","DPX","BE","X2010",14
"6640","DPX","BE","X2010",0
"6641","ELE","BE","X2010",0
"6642","ELE","BE","X2010",0
"6643","ELE","BE","X2010",0
"6644","FIN","BE","X2010",0
"6645","FIN","BE","X2010",0
"6646","FIN","BE","X2010",0
"6647","FIN","BE","X2010",0
"6648","FIN","BE","X2010",0
"6649","FIN","BE","X2010",0
"6650","FIN","BE","X2010",0
"6651","FIN","BE","X2010",0
"6652","FIN","BE","X2010",0
"6653","FIN","BE","X2010",0
"6654","FIN","BE","X2010",0
"6655","FIN","BE","X2010",0
"6656","FIN","BE","X2010",0
"6657","FIN","BE","X2010",0
"6658","FIN","BE","X2010",0
"6659","FIN","BE","X2010",0
"6660","FIN","BE","X2010",0
"6661","FIN","BE","X2010",0
"6662","FLE","BE","X2010",299
"6663","FLE","BE","X2010",251
"6664","FLE","BE","X2010",0
"6665","FLE","BE","X2010",3
"6666","FLE","BE","X2010",247
"6667","FLE","BE","X2010",0
"6668","FLE","BE","X2010",0
"6669","FLE","BE","X2010",0
"6670","FLE","BE","X2010",0
"6671","FLE","BE","X2010",0
"6672","FLE","BE","X2010",48
"6673","FLE","BE","X2010",7
"6674","FLE","BE","X2010",36
"6675","FLE","BE","X2010",0
"6676","FLE","BE","X2010",5
"6677","FLE","BE","X2010",0
"6678","FLE","BE","X2010",0
"6679","FLE","BE","X2010",0
"6680","FLE","BE","X2010",0
"6681","FLE","BE","X2010",0
"6682","FLE","BE","X2010",0
"6683","FLE","BE","X2010",0
"6684","GAD","BE","X2010",0
"6685","GAD","BE","X2010",0
"6686","GAD","BE","X2010",0
"6687","GAD","BE","X2010",0
"6688","GAD","BE","X2010",0
"6689","GAD","BE","X2010",0
"6690","GAD","BE","X2010",0
"6691","GAD","BE","X2010",0
"6692","GAD","BE","X2010",0
"6693","GAD","BE","X2010",0
"6694","GAD","BE","X2010",0
"6695","GAD","BE","X2010",0
"6696","GAD","BE","X2010",0
"6697","GAD","BE","X2010",0
"6698","GAD","BE","X2010",0
"6699","GAD","BE","X2010",0
"6700","GUG","BE","X2010",43
"6701","GUG","BE","X2010",0
"6702","GUG","BE","X2010",0
"6703","GUG","BE","X2010",14
"6704","GUG","BE","X2010",0
"6705","GUG","BE","X2010",11
"6706","GUG","BE","X2010",3
"6707","GUG","BE","X2010",0
"6708","GUG","BE","X2010",0
"6709","GUG","BE","X2010",0
"6710","GUG","BE","X2010",0
"6711","GUG","BE","X2010",0
"6712","GUG","BE","X2010",20
"6713","GUG","BE","X2010",1
"6714","GUG","BE","X2010",6
"6715","GUG","BE","X2010",2
"6716","GUG","BE","X2010",4
"6717","GUG","BE","X2010",7
"6718","GUG","BE","X2010",0
"6719","GUG","BE","X2010",8
"6720","GUG","BE","X2010",0
"6721","GUG","BE","X2010",8
"6722","GUG","BE","X2010",0
"6723","GUR","BE","X2010",237
"6724","GUR","BE","X2010",0
"6725","GUR","BE","X2010",0
"6726","GUR","BE","X2010",7
"6727","GUR","BE","X2010",0
"6728","GUR","BE","X2010",0
"6729","GUR","BE","X2010",7
"6730","GUR","BE","X2010",0
"6731","GUR","BE","X2010",0
"6732","GUR","BE","X2010",227
"6733","GUR","BE","X2010",13
"6734","GUR","BE","X2010",159
"6735","GUR","BE","X2010",34
"6736","GUR","BE","X2010",14
"6737","GUR","BE","X2010",8
"6738","GUR","BE","X2010",0
"6739","GUR","BE","X2010",3
"6740","GUR","BE","X2010",0
"6741","GUR","BE","X2010",3
"6742","GUR","BE","X2010",0
"6743","GUU","BE","X2010",448
"6744","GUU","BE","X2010",0
"6745","GUU","BE","X2010",0
"6746","GUU","BE","X2010",0
"6747","GUU","BE","X2010",0
"6748","GUU","BE","X2010",0
"6749","GUU","BE","X2010",79
"6750","GUU","BE","X2010",0
"6751","GUU","BE","X2010",14
"6752","GUU","BE","X2010",64
"6753","GUU","BE","X2010",0
"6754","GUU","BE","X2010",0
"6755","GUU","BE","X2010",0
"6756","GUU","BE","X2010",0
"6757","GUU","BE","X2010",0
"6758","GUU","BE","X2010",0
"6759","GUU","BE","X2010",0
"6760","GUU","BE","X2010",0
"6761","GUU","BE","X2010",365
"6762","GUU","BE","X2010",13
"6763","GUU","BE","X2010",286
"6764","GUU","BE","X2010",29
"6765","GUU","BE","X2010",23
"6766","GUU","BE","X2010",14
"6767","GUU","BE","X2010",0
"6768","GUU","BE","X2010",0
"6769","GUU","BE","X2010",0
"6770","GUU","BE","X2010",5
"6771","GUU","BE","X2010",0
"6772","GUU","BE","X2010",5
"6773","GUU","BE","X2010",0
"6774","GUX","BE","X2010",0
"6775","GUX","BE","X2010",0
"6776","GUX","BE","X2010",0
"6777","GUX","BE","X2010",0
"6778","GUX","BE","X2010",0
"6779","GUX","BE","X2010",0
"6780","GUX","BE","X2010",0
"6781","GUX","BE","X2010",0
"6782","GUX","BE","X2010",0
"6783","GUX","BE","X2010",0
"6784","GUX","BE","X2010",0
"6785","GUX","BE","X2010",0
"6786","GUX","BE","X2010",0
"6787","GUX","BE","X2010",0
"6788","HAD","BE","X2010",259
"6789","HAD","BE","X2010",0
"6790","HAD","BE","X2010",0
"6791","HAD","BE","X2010",0
"6792","HAD","BE","X2010",0
