"","Species","Country","year","count"
"2012","FLE","BE","X2013",0
"2013","FLE","BE","X2013",0
"2014","FLE","BE","X2013",0
"2015","FLE","BE","X2013",0
"2016","GAD","BE","X2013",0
"2017","GAD","BE","X2013",0
"2018","GAD","BE","X2013",0
"2019","GAD","BE","X2013",0
"2020","GAD","BE","X2013",0
"2021","GAD","BE","X2013",0
"2022","GAD","BE","X2013",0
"2023","GAD","BE","X2013",0
"2024","GAD","BE","X2013",0
"2025","GAD","BE","X2013",0
"2026","GAD","BE","X2013",0
"2027","GAD","BE","X2013",0
"2028","GAD","BE","X2013",0
"2029","GAD","BE","X2013",0
"2030","GAD","BE","X2013",0
"2031","GAD","BE","X2013",0
"2032","GUG","BE","X2013",97
"2033","GUG","BE","X2013",0
"2034","GUG","BE","X2013",0
"2035","GUG","BE","X2013",30
"2036","GUG","BE","X2013",0
"2037","GUG","BE","X2013",20
"2038","GUG","BE","X2013",10
"2039","GUG","BE","X2013",0
"2040","GUG","BE","X2013",0
"2041","GUG","BE","X2013",0
"2042","GUG","BE","X2013",0
"2043","GUG","BE","X2013",0
"2044","GUG","BE","X2013",46
"2045","GUG","BE","X2013",2
"2046","GUG","BE","X2013",23
"2047","GUG","BE","X2013",2
"2048","GUG","BE","X2013",9
"2049","GUG","BE","X2013",11
"2050","GUG","BE","X2013",0
"2051","GUG","BE","X2013",21
"2052","GUG","BE","X2013",0
"2053","GUG","BE","X2013",21
"2054","GUG","BE","X2013",0
"2055","GUR","BE","X2013",288
"2056","GUR","BE","X2013",0
"2057","GUR","BE","X2013",0
"2058","GUR","BE","X2013",3
"2059","GUR","BE","X2013",0
"2060","GUR","BE","X2013",0
"2061","GUR","BE","X2013",3
"2062","GUR","BE","X2013",0
"2063","GUR","BE","X2013",0
"2064","GUR","BE","X2013",283
"2065","GUR","BE","X2013",6
"2066","GUR","BE","X2013",180
"2067","GUR","BE","X2013",34
"2068","GUR","BE","X2013",41
"2069","GUR","BE","X2013",22
"2070","GUR","BE","X2013",0
"2071","GUR","BE","X2013",1
"2072","GUR","BE","X2013",0
"2073","GUR","BE","X2013",1
"2074","GUR","BE","X2013",0
"2075","GUU","BE","X2013",624
"2076","GUU","BE","X2013",0
"2077","GUU","BE","X2013",0
"2078","GUU","BE","X2013",0
"2079","GUU","BE","X2013",0
"2080","GUU","BE","X2013",0
"2081","GUU","BE","X2013",116
"2082","GUU","BE","X2013",0
"2083","GUU","BE","X2013",28
"2084","GUU","BE","X2013",87
"2085","GUU","BE","X2013",0
"2086","GUU","BE","X2013",0
"2087","GUU","BE","X2013",0
"2088","GUU","BE","X2013",0
"2089","GUU","BE","X2013",0
"2090","GUU","BE","X2013",0
"2091","GUU","BE","X2013",0
"2092","GUU","BE","X2013",0
"2093","GUU","BE","X2013",492
"2094","GUU","BE","X2013",10
"2095","GUU","BE","X2013",380
"2096","GUU","BE","X2013",44
"2097","GUU","BE","X2013",30
"2098","GUU","BE","X2013",28
"2099","GUU","BE","X2013",0
"2100","GUU","BE","X2013",0
"2101","GUU","BE","X2013",0
"2102","GUU","BE","X2013",16
"2103","GUU","BE","X2013",1
"2104","GUU","BE","X2013",16
"2105","GUU","BE","X2013",0
"2106","GUX","BE","X2013",0
"2107","GUX","BE","X2013",0
"2108","GUX","BE","X2013",0
"2109","GUX","BE","X2013",0
"2110","GUX","BE","X2013",0
"2111","GUX","BE","X2013",0
"2112","GUX","BE","X2013",0
"2113","GUX","BE","X2013",0
"2114","GUX","BE","X2013",0
"2115","GUX","BE","X2013",0
"2116","GUX","BE","X2013",0
"2117","GUX","BE","X2013",0
"2118","GUX","BE","X2013",0
"2119","GUX","BE","X2013",0
"2120","HAD","BE","X2013",259
"2121","HAD","BE","X2013",0
"2122","HAD","BE","X2013",0
"2123","HAD","BE","X2013",0
"2124","HAD","BE","X2013",0
"2125","HAD","BE","X2013",0
"2126","HAD","BE","X2013",0
"2127","HAD","BE","X2013",0
"2128","HAD","BE","X2013",78
"2129","HAD","BE","X2013",3
"2130","HAD","BE","X2013",74
"2131","HAD","BE","X2013",1
"2132","HAD","BE","X2013",0
"2133","HAD","BE","X2013",0
"2134","HAD","BE","X2013",0
"2135","HAD","BE","X2013",0
"2136","HAD","BE","X2013",0
"2137","HAD","BE","X2013",0
"2138","HAD","BE","X2013",0
"2139","HAD","BE","X2013",0
"2140","HAD","BE","X2013",0
"2141","HAD","BE","X2013",0
"2142","HAD","BE","X2013",181
"2143","HAD","BE","X2013",6
"2144","HAD","BE","X2013",0
"2145","HAD","BE","X2013",1
"2146","HAD","BE","X2013",5
"2147","HAD","BE","X2013",65
"2148","HAD","BE","X2013",103
"2149","HAD","BE","X2013",0
"2150","HAD","BE","X2013",0
"2151","HAD","BE","X2013",0
"2152","HAD","BE","X2013",0
"2153","HAD","BE","X2013",0
"2154","HAD","BE","X2013",0
"2155","HAD","BE","X2013",0
"2156","HAL","BE","X2013",1
"2157","HAL","BE","X2013",0
"2158","HAL","BE","X2013",0
"2159","HAL","BE","X2013",0
"2160","HAL","BE","X2013",0
"2161","HAL","BE","X2013",0
"2162","HAL","BE","X2013",0
"2163","HAL","BE","X2013",0
"2164","HAL","BE","X2013",1
"2165","HAL","BE","X2013",0
"2166","HAL","BE","X2013",1
"2167","HAL","BE","X2013",0
"2168","HAL","BE","X2013",0
"2169","HAL","BE","X2013",0
"2170","HAL","BE","X2013",0
"2171","HAL","BE","X2013",0
"2172","HAL","BE","X2013",0
"2173","HAL","BE","X2013",0
"2174","HAL","BE","X2013",0
"2175","HAL","BE","X2013",0
"2176","HAL","BE","X2013",0
"2177","HAL","BE","X2013",0
"2178","HAL","BE","X2013",0
"2179","HAL","BE","X2013",0
"2180","HAL","BE","X2013",0
"2181","HAL","BE","X2013",0
"2182","HAL","BE","X2013",0
"2183","HAL","BE","X2013",0
"2184","HER","BE","X2013",22
"2185","HER","BE","X2013",0
"2186","HER","BE","X2013",0
"2187","HER","BE","X2013",0
"2188","HER","BE","X2013",0
"2189","HER","BE","X2013",0
"2190","HER","BE","X2013",0
"2191","HER","BE","X2013",0
"2192","HER","BE","X2013",0
"2193","HER","BE","X2013",0
"2194","HER","BE","X2013",22
"2195","HER","BE","X2013",22
"2196","HER","BE","X2013",0
"2197","HER","BE","X2013",0
"2198","HER","BE","X2013",0
"2199","HER","BE","X2013",0
"2200","HKE","BE","X2013",51
"2201","HKE","BE","X2013",0
"2202","HKE","BE","X2013",0
"2203","HKE","BE","X2013",0
"2204","HKE","BE","X2013",0
"2205","HKE","BE","X2013",0
"2206","HKE","BE","X2013",0
"2207","HKE","BE","X2013",31
"2208","HKE","BE","X2013",1
"2209","HKE","BE","X2013",30
"2210","HKE","BE","X2013",0
"2211","HKE","BE","X2013",0
"2212","HKE","BE","X2013",0
"2213","HKE","BE","X2013",0
"2214","HKE","BE","X2013",0
"2215","HKE","BE","X2013",0
"2216","HKE","BE","X2013",0
"2217","HKE","BE","X2013",0
"2218","HKE","BE","X2013",0
"2219","HKE","BE","X2013",12
"2220","HKE","BE","X2013",1
"2221","HKE","BE","X2013",0
"2222","HKE","BE","X2013",1
"2223","HKE","BE","X2013",2
"2224","HKE","BE","X2013",8
"2225","HKE","BE","X2013",0
"2226","HKE","BE","X2013",0
"2227","HKE","BE","X2013",0
"2228","HKE","BE","X2013",8
"2229","HKE","BE","X2013",0
"2230","HKE","BE","X2013",7
"2231","HKE","BE","X2013",0
"2232","HKE","BE","X2013",0
"2233","HOM","BE","X2013",0
"2234","HOM","BE","X2013",0
"2235","HOM","BE","X2013",0
"2236","HOM","BE","X2013",0
"2237","HOM","BE","X2013",0
"2238","HOM","BE","X2013",0
"2239","HOM","BE","X2013",0
"2240","HOM","BE","X2013",0
"2241","HOM","BE","X2013",0
"2242","HOM","BE","X2013",0
"2243","HOM","BE","X2013",0
"2244","HOM","BE","X2013",0
"2245","HOM","BE","X2013",0
"2246","HOM","BE","X2013",0
"2247","HOM","BE","X2013",0
"2248","HOM","BE","X2013",0
"2249","HOM","BE","X2013",0
"2250","HOM","BE","X2013",0
"2251","INV","BE","X2013",0
"2252","INV","BE","X2013",0
"2253","INV","BE","X2013",0
"2254","INV","BE","X2013",0
"2255","INV","BE","X2013",0
"2256","INV","BE","X2013",0
"2257","INV","BE","X2013",0
"2258","INV","BE","X2013",0
"2259","INV","BE","X2013",0
"2260","INV","BE","X2013",0
"2261","INV","BE","X2013",0
"2262","INV","BE","X2013",0
"2263","JAX","BE","X2013",65
"2264","JAX","BE","X2013",24
"2265","JAX","BE","X2013",0
"2266","JAX","BE","X2013",24
"2267","JAX","BE","X2013",41
"2268","JAX","BE","X2013",27
"2269","JAX","BE","X2013",14
"2270","JOD","BE","X2013",17
"2271","JOD","BE","X2013",0
"2272","JOD","BE","X2013",0
"2273","JOD","BE","X2013",0
"2274","JOD","BE","X2013",16
"2275","JOD","BE","X2013",1
"2276","JOD","BE","X2013",3
"2277","JOD","BE","X2013",1
"2278","JOD","BE","X2013",3
"2279","JOD","BE","X2013",9
"2280","JOD","BE","X2013",0
"2281","JOD","BE","X2013",1
"2282","JOD","BE","X2013",1
"2283","LBE","BE","X2013",2
"2284","LBE","BE","X2013",0
"2285","LBE","BE","X2013",0
"2286","LBE","BE","X2013",1
"2287","LBE","BE","X2013",0
"2288","LBE","BE","X2013",0
"2289","LBE","BE","X2013",0
"2290","LBE","BE","X2013",0
"2291","LBE","BE","X2013",0
"2292","LBE","BE","X2013",0
"2293","LBE","BE","X2013",1
"2294","LBE","BE","X2013",0
"2295","LBE","BE","X2013",1
"2296","LBE","BE","X2013",0
"2297","LBE","BE","X2013",0
"2298","LBE","BE","X2013",0
"2299","LBE","BE","X2013",0
"2300","LBE","BE","X2013",0
"2301","LBE","BE","X2013",0
"2302","LBE","BE","X2013",0
"2303","LBE","BE","X2013",0
"2304","LEM","BE","X2013",1089
"2305","LEM","BE","X2013",0
"2306","LEM","BE","X2013",0
"2307","LEM","BE","X2013",527
"2308","LEM","BE","X2013",0
"2309","LEM","BE","X2013",484
"2310","LEM","BE","X2013",43
"2311","LEM","BE","X2013",0
"2312","LEM","BE","X2013",0
"2313","LEM","BE","X2013",0
"2314","LEM","BE","X2013",0
"2315","LEM","BE","X2013",0
"2316","LEM","BE","X2013",0
"2317","LEM","BE","X2013",0
"2318","LEM","BE","X2013",0
"2319","LEM","BE","X2013",562
"2320","LEM","BE","X2013",4
"2321","LEM","BE","X2013",0
"2322","LEM","BE","X2013",175
"2323","LEM","BE","X2013",10
"2324","LEM","BE","X2013",252
"2325","LEM","BE","X2013",121
"2326","LEM","BE","X2013",0
"2327","LEM","BE","X2013",0
"2328","LEM","BE","X2013",0
"2329","LEM","BE","X2013",0
"2330","LEM","BE","X2013",0
"2331","LEM","BE","X2013",0
"2332","LEM","BE","X2013",0
"2333","LEZ","BE","X2013",539
"2334","LEZ","BE","X2013",1
"2335","LEZ","BE","X2013",0
"2336","LEZ","BE","X2013",0
"2337","LEZ","BE","X2013",521
"2338","LEZ","BE","X2013",1
"2339","LEZ","BE","X2013",0
"2340","LEZ","BE","X2013",0
"2341","LEZ","BE","X2013",2
"2342","LEZ","BE","X2013",172
"2343","LEZ","BE","X2013",345
"2344","LEZ","BE","X2013",1
"2345","LEZ","BE","X2013",0
"2346","LEZ","BE","X2013",0
"2347","LEZ","BE","X2013",18
"2348","LEZ","BE","X2013",0
"2349","LEZ","BE","X2013",18
"2350","LIN","BE","X2013",67
"2351","LIN","BE","X2013",0
"2352","LIN","BE","X2013",0
"2353","LIN","BE","X2013",0
"2354","LIN","BE","X2013",0
"2355","LIN","BE","X2013",0
"2356","LIN","BE","X2013",0
"2357","LIN","BE","X2013",0
"2358","LIN","BE","X2013",15
"2359","LIN","BE","X2013",0
"2360","LIN","BE","X2013",15
"2361","LIN","BE","X2013",0
"2362","LIN","BE","X2013",0
"2363","LIN","BE","X2013",0
"2364","LIN","BE","X2013",0
"2365","LIN","BE","X2013",0
"2366","LIN","BE","X2013",0
"2367","LIN","BE","X2013",0
"2368","LIN","BE","X2013",0
"2369","LIN","BE","X2013",0
"2370","LIN","BE","X2013",0
"2371","LIN","BE","X2013",0
"2372","LIN","BE","X2013",52
"2373","LIN","BE","X2013",1
"2374","LIN","BE","X2013",0
"2375","LIN","BE","X2013",3
"2376","LIN","BE","X2013",2
"2377","LIN","BE","X2013",22
"2378","LIN","BE","X2013",24
"2379","LIN","BE","X2013",0
"2380","LIN","BE","X2013",0
"2381","LIN","BE","X2013",0
"2382","LIN","BE","X2013",0
"2383","LIN","BE","X2013",0
"2384","LIN","BE","X2013",0
"2385","LIN","BE","X2013",0
"2386","MAC","BE","X2013",62
"2387","MAC","BE","X2013",0
"2388","MAC","BE","X2013",0
"2389","MAC","BE","X2013",62
"2390","MAC","BE","X2013",0
"2391","MAC","BE","X2013",15
"2392","MAC","BE","X2013",47
"2393","MAC","BE","X2013",0
"2394","MAC","BE","X2013",0
"2395","MAC","BE","X2013",0
"2396","MAC","BE","X2013",0
"2397","MAC","BE","X2013",0
"2398","MAC","BE","X2013",0
"2399","MAC","BE","X2013",0
"2400","MAC","BE","X2013",0
"2401","MAC","BE","X2013",0
"2402","MAC","BE","X2013",0
"2403","MAC","BE","X2013",0
"2404","MAC","BE","X2013",0
"2405","MAC","BE","X2013",0
"2406","MAC","BE","X2013",0
"2407","MAC","BE","X2013",0
"2408","MEB","BE","X2013",0
"2409","MEB","BE","X2013",0
"2410","MEB","BE","X2013",0
"2411","MEG","BE","X2013",0
"2412","MEG","BE","X2013",0
"2413","MEG","BE","X2013",0
"2414","MEG","BE","X2013",0
"2415","MEG","BE","X2013",0
"2416","MEG","BE","X2013",0
"2417","MEG","BE","X2013",0
"2418","MEG","BE","X2013",0
"2419","MEG","BE","X2013",0
"2420","MEG","BE","X2013",0
"2421","MEG","BE","X2013",0
"2422","MEG","BE","X2013",0
"2423","MEG","BE","X2013",0
"2424","MEG","BE","X2013",0
"2425","MEG","BE","X2013",0
"2426","MEG","BE","X2013",0
"2427","MEG","BE","X2013",0
"2428","MEG","BE","X2013",0
"2429","MEG","BE","X2013",0
"2430","MEG","BE","X2013",0
"2431","MEG","BE","X2013",0
"2432","MEG","BE","X2013",0
"2433","MEG","BE","X2013",0
"2434","MEG","BE","X2013",0
"2435","MEG","BE","X2013",0
"2436","MEG","BE","X2013",0
"2437","MGC","BE","X2013",0
"2438","MGC","BE","X2013",0
"2439","MGC","BE","X2013",0
"2440","MNZ","BE","X2013",0
"2441","MNZ","BE","X2013",0
"2442","MNZ","BE","X2013",0
"2443","MNZ","BE","X2013",0
"2444","MNZ","BE","X2013",0
"2445","MNZ","BE","X2013",0
"2446","MNZ","BE","X2013",0
"2447","MNZ","BE","X2013",0
"2448","MNZ","BE","X2013",0
"2449","MNZ","BE","X2013",0
"2450","MNZ","BE","X2013",0
"2451","MNZ","BE","X2013",0
"2452","MNZ","BE","X2013",0
"2453","MNZ","BE","X2013",0
"2454","MNZ","BE","X2013",0
"2455","MNZ","BE","X2013",0
"2456","MNZ","BE","X2013",0
"2457","MNZ","BE","X2013",0
"2458","MNZ","BE","X2013",0
"2459","MNZ","BE","X2013",0
"2460","MNZ","BE","X2013",0
"2461","MNZ","BE","X2013",0
"2462","MNZ","BE","X2013",0
"2463","MNZ","BE","X2013",0
"2464","MNZ","BE","X2013",0
"2465","MNZ","BE","X2013",0
"2466","MNZ","BE","X2013",0
"2467","MNZ","BE","X2013",0
"2468","MNZ","BE","X2013",0
"2469","MNZ","BE","X2013",0
"2470","MNZ","BE","X2013",0
"2471","MNZ","BE","X2013",0
"2472","MNZ","BE","X2013",0
"2473","MNZ","BE","X2013",0
"2474","MOL","BE","X2013",0
"2475","MOL","BE","X2013",0
"2476","MOL","BE","X2013",0
"2477","MOL","BE","X2013",0
"2478","MOL","BE","X2013",0
"2479","MOL","BE","X2013",0
"2480","MOL","BE","X2013",0
"2481","MOL","BE","X2013",0
"2482","MOL","BE","X2013",0
"2483","MOL","BE","X2013",0
"2484","MOL","BE","X2013",0
"2485","MOL","BE","X2013",0
"2486","MOL","BE","X2013",0
"2487","MOL","BE","X2013",0
"2488","MOL","BE","X2013",0
"2489","MOL","BE","X2013",0
"2490","MOL","BE","X2013",0
"2491","MUR","BE","X2013",61
"2492","MUR","BE","X2013",6
"2493","MUR","BE","X2013",2
"2494","MUR","BE","X2013",5
"2495","MUR","BE","X2013",50
"2496","MUR","BE","X2013",0
"2497","MUR","BE","X2013",27
"2498","MUR","BE","X2013",11
"2499","MUR","BE","X2013",10
"2500","MUR","BE","X2013",3
"2501","MUR","BE","X2013",0
"2502","MUR","BE","X2013",5
"2503","MUR","BE","X2013",0
"2504","MUR","BE","X2013",5
"2505","MUS","BE","X2013",0
"2506","MUS","BE","X2013",0
"2507","MUS","BE","X2013",0
"2508","MUS","BE","X2013",0
"2509","MZZ","BE","X2013",0
"2510","MZZ","BE","X2013",0
"2511","MZZ","BE","X2013",0
"2512","NEP","BE","X2013",317
"2513","NEP","BE","X2013",0
"2514","NEP","BE","X2013",0
"2515","NEP","BE","X2013",303
"2516","NEP","BE","X2013",0
"2517","NEP","BE","X2013",303
"2518","NEP","BE","X2013",0
"2519","NEP","BE","X2013",0
"2520","NEP","BE","X2013",0
"2521","NEP","BE","X2013",0
"2522","NEP","BE","X2013",0
"2523","NEP","BE","X2013",0
"2524","NEP","BE","X2013",0
"2525","NEP","BE","X2013",14
"2526","NEP","BE","X2013",0
"2527","NEP","BE","X2013",0
"2528","NEP","BE","X2013",0
"2529","NEP","BE","X2013",0
"2530","NEP","BE","X2013",13
"2531","NEP","BE","X2013",0
"2532","NEP","BE","X2013",0
"2533","NEP","BE","X2013",0
"2534","NEP","BE","X2013",0
"2535","OCZ","BE","X2013",111
"2536","OCZ","BE","X2013",0
"2537","OCZ","BE","X2013",0
"2538","OCZ","BE","X2013",0
"2539","OCZ","BE","X2013",0
"2540","OCZ","BE","X2013",0
"2541","OCZ","BE","X2013",89
"2542","OCZ","BE","X2013",1
"2543","OCZ","BE","X2013",2
"2544","OCZ","BE","X2013",18
"2545","OCZ","BE","X2013",40
"2546","OCZ","BE","X2013",28
"2547","OCZ","BE","X2013",0
"2548","OCZ","BE","X2013",0
"2549","OCZ","BE","X2013",0
"2550","OCZ","BE","X2013",23
"2551","OCZ","BE","X2013",0
"2552","OCZ","BE","X2013",23
"2553","OCZ","BE","X2013",0
"2554","OYF","BE","X2013",0
"2555","OYF","BE","X2013",0
"2556","OYF","BE","X2013",0
"2557","PEE","BE","X2013",0
"2558","PEE","BE","X2013",0
"2559","PEE","BE","X2013",0
"2560","PIL","BE","X2013",0
"2561","PIL","BE","X2013",0
"2562","PIL","BE","X2013",0
"2563","PIL","BE","X2013",0
"2564","PIL","BE","X2013",0
"2565","PLE","BE","X2013",8228
"2566","PLE","BE","X2013",0
"2567","PLE","BE","X2013",0
"2568","PLE","BE","X2013",0
"2569","PLE","BE","X2013",0
"2570","PLE","BE","X2013",6508
"2571","PLE","BE","X2013",1
"2572","PLE","BE","X2013",5359
"2573","PLE","BE","X2013",1148
"2574","PLE","BE","X2013",0
"2575","PLE","BE","X2013",0
"2576","PLE","BE","X2013",0
"2577","PLE","BE","X2013",0
"2578","PLE","BE","X2013",0
"2579","PLE","BE","X2013",1720
"2580","PLE","BE","X2013",144
"2581","PLE","BE","X2013",1295
"2582","PLE","BE","X2013",97
"2583","PLE","BE","X2013",82
"2584","PLE","BE","X2013",102
"2585","PLE","BE","X2013",0
"2586","PLE","BE","X2013",0
"2587","PLE","BE","X2013",0
"2588","PLE","BE","X2013",0
"2589","PLE","BE","X2013",0
"2590","PLE","BE","X2013",0
"2591","PLE","BE","X2013",0
"2592","PLE","BE","X2013",0
"2593","POK","BE","X2013",4
"2594","POK","BE","X2013",0
"2595","POK","BE","X2013",0
"2596","POK","BE","X2013",0
"2597","POK","BE","X2013",0
"2598","POK","BE","X2013",0
"2599","POK","BE","X2013",0
"2600","POK","BE","X2013",0
"2601","POK","BE","X2013",3
"2602","POK","BE","X2013",0
"2603","POK","BE","X2013",3
"2604","POK","BE","X2013",0
"2605","POK","BE","X2013",0
"2606","POK","BE","X2013",0
"2607","POK","BE","X2013",0
"2608","POK","BE","X2013",0
"2609","POK","BE","X2013",0
"2610","POK","BE","X2013",0
"2611","POK","BE","X2013",0
"2612","POK","BE","X2013",0
"2613","POK","BE","X2013",2
"2614","POK","BE","X2013",0
"2615","POK","BE","X2013",0
"2616","POK","BE","X2013",0
"2617","POK","BE","X2013",1
"2618","POK","BE","X2013",1
"2619","POK","BE","X2013",0
"2620","POK","BE","X2013",0
"2621","POK","BE","X2013",0
"2622","POK","BE","X2013",0
"2623","POK","BE","X2013",0
"2624","POK","BE","X2013",0
"2625","POK","BE","X2013",0
"2626","POK","BE","X2013",0
"2627","POL","BE","X2013",55
"2628","POL","BE","X2013",0
"2629","POL","BE","X2013",0
"2630","POL","BE","X2013",0
"2631","POL","BE","X2013",0
"2632","POL","BE","X2013",0
"2633","POL","BE","X2013",0
"2634","POL","BE","X2013",0
"2635","POL","BE","X2013",17
"2636","POL","BE","X2013",0
"2637","POL","BE","X2013",16
"2638","POL","BE","X2013",0
"2639","POL","BE","X2013",0
"2640","POL","BE","X2013",0
"2641","POL","BE","X2013",0
"2642","POL","BE","X2013",0
"2643","POL","BE","X2013",0
"2644","POL","BE","X2013",39
"2645","POL","BE","X2013",2
"2646","POL","BE","X2013",11
"2647","POL","BE","X2013",3
"2648","POL","BE","X2013",9
"2649","POL","BE","X2013",15
"2650","POL","BE","X2013",0
"2651","POL","BE","X2013",0
"2652","POL","BE","X2013",0
"2653","POL","BE","X2013",0
"2654","POL","BE","X2013",0
"2655","POL","BE","X2013",0
"2656","POL","BE","X2013",0
"2657","POR","BE","X2013",0
"2658","POR","BE","X2013",0
"2659","POR","BE","X2013",0
"2660","POR","BE","X2013",0
"2661","POR","BE","X2013",0
"2662","POR","BE","X2013",0
"2663","POR","BE","X2013",0
"2664","POR","BE","X2013",0
"2665","PPX","BE","X2013",24
"2666","PPX","BE","X2013",0
"2667","PPX","BE","X2013",0
"2668","PPX","BE","X2013",0
"2669","PPX","BE","X2013",24
"2670","PPX","BE","X2013",0
"2671","PPX","BE","X2013",4
"2672","PPX","BE","X2013",5
"2673","PPX","BE","X2013",7
"2674","PPX","BE","X2013",8
"2675","PPX","BE","X2013",0
"2676","PPX","BE","X2013",0
"2677","PPX","BE","X2013",0
"2678","PPX","BE","X2013",1
"2679","PPX","BE","X2013",0
"2680","PPX","BE","X2013",0
"2681","PPX","BE","X2013",0
"2682","RED","BE","X2013",0
"2683","RED","BE","X2013",0
"2684","RED","BE","X2013",0
"2685","RED","BE","X2013",0
"2686","RED","BE","X2013",0
"2687","RED","BE","X2013",0
"2688","RED","BE","X2013",0
"2689","RED","BE","X2013",0
"2690","RED","BE","X2013",0
"2691","RED","BE","X2013",0
"2692","RED","BE","X2013",0
"2693","RED","BE","X2013",0
"2694","RED","BE","X2013",0
"2695","RED","BE","X2013",0
"2696","RED","BE","X2013",0
"2697","RED","BE","X2013",0
"2698","RED","BE","X2013",0
"2699","RED","BE","X2013",0
"2700","RED","BE","X2013",0
"2701","RED","BE","X2013",0
"2702","RED","BE","X2013",0
"2703","RED","BE","X2013",0
"2704","RED","BE","X2013",0
"2705","RED","BE","X2013",0
"2706","RJB","BE","X2013",0
"2707","RJB","BE","X2013",0
"2708","RJB","BE","X2013",0
"2709","RJB","BE","X2013",0
"2710","RJB","BE","X2013",0
"2711","RJC","BE","X2013",599
"2712","RJC","BE","X2013",112
"2713","RJC","BE","X2013",10
"2714","RJC","BE","X2013",103
"2715","RJC","BE","X2013",484
"2716","RJC","BE","X2013",180
"2717","RJC","BE","X2013",88
"2718","RJC","BE","X2013",4
"2719","RJC","BE","X2013",38
"2720","RJC","BE","X2013",174
"2721","RJC","BE","X2013",0
"2722","RJC","BE","X2013",3
"2723","RJC","BE","X2013",0
"2724","RJC","BE","X2013",3
"2725","RJE","BE","X2013",0
"2726","RJE","BE","X2013",0
"2727","RJE","BE","X2013",0
"2728","RJE","BE","X2013",0
"2729","RJE","BE","X2013",0
"2730","RJE","BE","X2013",0
"2731","RJH","BE","X2013",543
"2732","RJH","BE","X2013",99
"2733","RJH","BE","X2013",15
"2734","RJH","BE","X2013",84
"2735","RJH","BE","X2013",444
"2736","RJH","BE","X2013",150
"2737","RJH","BE","X2013",30
"2738","RJH","BE","X2013",5
"2739","RJH","BE","X2013",60
"2740","RJH","BE","X2013",200
"2741","RJH","BE","X2013",0
"2742","RJH","BE","X2013",0
"2743","RJH","BE","X2013",0
"2744","RJI","BE","X2013",107
"2745","RJI","BE","X2013",1
"2746","RJI","BE","X2013",0
"2747","RJI","BE","X2013",1
"2748","RJI","BE","X2013",106
"2749","RJI","BE","X2013",4
"2750","RJI","BE","X2013",6
"2751","RJI","BE","X2013",1
"2752","RJI","BE","X2013",25
"2753","RJI","BE","X2013",71
"2754","RJM","BE","X2013",31
"2755","RJM","BE","X2013",14
"2756","RJM","BE","X2013",9
"2757","RJM","BE","X2013",5
"2758","RJM","BE","X2013",17
"2759","RJM","BE","X2013",1
"2760","RJM","BE","X2013",3
"2761","RJM","BE","X2013",0
"2762","RJM","BE","X2013",5
"2763","RJM","BE","X2013",8
"2764","RJM","BE","X2013",0
"2765","RJM","BE","X2013",0
"2766","RJM","BE","X2013",0
"2767","RJN","BE","X2013",101
"2768","RJN","BE","X2013",1
"2769","RJN","BE","X2013",1
"2770","RJN","BE","X2013",1
"2771","RJN","BE","X2013",97
"2772","RJN","BE","X2013",36
"2773","RJN","BE","X2013",1
"2774","RJN","BE","X2013",1
"2775","RJN","BE","X2013",18
"2776","RJN","BE","X2013",41
"2777","RJN","BE","X2013",0
"2778","RJN","BE","X2013",3
"2779","RJN","BE","X2013",0
"2780","RJN","BE","X2013",3
"2781","RJR","BE","X2013",5
"2782","RJR","BE","X2013",1
"2783","RJR","BE","X2013",0
"2784","RJR","BE","X2013",1
"2785","RJR","BE","X2013",3
"2786","RJR","BE","X2013",0
"2787","RJR","BE","X2013",2
"2788","RJR","BE","X2013",0
"2789","RJR","BE","X2013",1
"2790","RJR","BE","X2013",0
"2791","SBX","BE","X2013",0
"2792","SBX","BE","X2013",0
"2793","SBX","BE","X2013",0
"2794","SBX","BE","X2013",0
"2795","SBX","BE","X2013",0
"2796","SBX","BE","X2013",0
"2797","SBX","BE","X2013",0
"2798","SCE","BE","X2013",618
"2799","SCE","BE","X2013",2
"2800","SCE","BE","X2013",0
"2801","SCE","BE","X2013",0
"2802","SCE","BE","X2013",1
"2803","SCE","BE","X2013",0
"2804","SCE","BE","X2013",0
"2805","SCE","BE","X2013",615
"2806","SCE","BE","X2013",1
"2807","SCE","BE","X2013",416
"2808","SCE","BE","X2013",22
"2809","SCE","BE","X2013",148
"2810","SCE","BE","X2013",29
"2811","SCE","BE","X2013",0
"2812","SCE","BE","X2013",0
"2813","SCE","BE","X2013",0
"2814","SCE","BE","X2013",2
"2815","SCE","BE","X2013",0
"2816","SCE","BE","X2013",2
"2817","SCE","BE","X2013",0
"2818","SCL","BE","X2013",470
"2819","SCL","BE","X2013",71
"2820","SCL","BE","X2013",1
"2821","SCL","BE","X2013",70
"2822","SCL","BE","X2013",376
"2823","SCL","BE","X2013",24
"2824","SCL","BE","X2013",159
"2825","SCL","BE","X2013",31
"2826","SCL","BE","X2013",56
"2827","SCL","BE","X2013",106
"2828","SCL","BE","X2013",0
"2829","SCL","BE","X2013",23
"2830","SCL","BE","X2013",0
"2831","SCL","BE","X2013",23
"2832","SDV","BE","X2013",1
"2833","SDV","BE","X2013",0
"2834","SDV","BE","X2013",0
"2835","SDV","BE","X2013",1
"2836","SDV","BE","X2013",1
